productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B000E7S48E,"Aurora World 12"" Scruff The Dog",A2CZ425EDPE7GW,01-Jan,3,1350172800,"My husband ordered Scruff for our 16-month old because he was constantly asking to hold our four-year-old's stuffed dog lovey. Scruff arrived and the little one was THRILLED! He took to him immediately and they are now the best of friends. The fabric is wonderfully soft and cuddly. Unfortunately, after just one day with him at daycare, Scruff came home with a huge hole in the seam on the back. Luckily, our son hadn't noticed, and Scruff still had all of his stuffing and beads. I was able to ""operate"" and sew him back up to be used. However, I'm very disappointed that after just one day of use (and not rough use), Scruff needed repairs. My four-year-old's dog was mine when I was young and has never needed fixing. As long as you can sew any busted seams, it's a worthwhile purchase. However, if you're at all uncomfortable with a needle and thread, I would skip this stuffed friend to find another, more durable, choice.",toys games,stuffed animals plush,animals figures
B000N1NDFK,"Aurora World 12"" Teo The White Tiger",ASO6DYBDEM7TN,0/0,5,1357689600,"Product came in a timely fashion, each item was made of good quality material and Baby girls loves her new stuffed animals.",toys games,stuffed animals plush,animals figures
B000P6MSOU,"Austin-Cookies & Crackers Variety Pack, 45 ct",A1GWTEW6O8EDDQ,0/0,5,1355788800,"I am happy to report that they arrived fresh and not broken. Husband & kids love them. Throw them in a backpack for a snack, all is right with the world.",grocery gourmet food,snack food,crackers
B0009R3470,Australian Gold SPF 15 lotion 8oz,ANGJ5BUZ1H1DP,0/0,4,1360627200,I'm a fan of how these lotions smell and how they feel on the skin. It works just fine for me though I prefer a lesser SPF for my tan.,beauty,skin care,sun
B000G3BZJ6,Auto HandyBar Car Transfer Aid,A31FCLFKNL1RVJ,0/0,5,1347667200,"If you are fresh off a hip or knee replacement and want some additional help getting into a car, then this is the tool for you. It will fit all types of car latches and works great. It also can be used in an emergency to cut seat-belts or break glass.",health personal care,medical supplies equipment,unknown
B0006GK6X4,Auto Inflate - Whoopee Cushion,A3VSQ94GQWE1RK,0/0,1,1357257600,Go to the Dollar store and buy one there. Those are still 2 weeks later working. This one broke the first day.,toys games,novelty gag toys,gag toys practical jokes
B000BBY7XY,Autumn Bright Bouquet,A3VCN9L2GMQQ1O,0/0,3,1355702400,"The flowers were very well packaged, and lasted a long time. The person receiving the gift was very happy.The one problem is that the roses did not last. They wilted almost immediately.I would definitely order again, but only those bouquets without roses.",grocery gourmet food,fresh flowers live indoor plants,fresh cut flowers
B000E3C1B4,Avalon Organic Conditioner,AN2WR1JLFTR1H,0/0,2,1346371200,"The conditioner was the better of the two, but I didn't care for this product. The scent doesn't quite mix right to make a pleasant scent. It's ok, I just think there are better products out there. My hair is mid length, natural curly and thick. I didn't think there was any advantage to my hair type as far as moisture or frizz free benefits go.",beauty,hair care,unknown
B00028OQFK,Avalon Organics Conditioner Awapuhi Mango Moisturizing,A1XY755O08NBM0,0/0,5,1345939200,I bought the shampoo and conditioner both trying to curb the thining and weakening of my hair. I decided for the price it was worth a gamble and I after a few weeks I am very happy I gave it a shot. The shampoo has a strong wake up fragrance and on a Monday at 6:00 in the morning we all could use a little help waking up. For lathering it does a very good job and my hair feels clean and great. I use the conditioner daily and I feel that it has helped not only with strenth of my hair but also adds to the control I am actually using less product now in my hair because my hair will stay put and I am no longer trying to keep it tame on windy days. Not really any drawbacks on either right now and if you are thining a little or want to boost your hairs strength I would say give it shot. I notice that there is not hair in the sink in the mornings anymore and I contribute it to the shampoo and conditioner. This is much cheaper then Nioxin and I think it does just as good and even better job.,beauty,hair care,conditioners
B00028OQFK,Avalon Organics Conditioner Awapuhi Mango Moisturizing,A1JLX2RHVAIQ3E,0/0,5,1348531200,"This is the first conditioner I've ever used that did not weigh my hair down! I recommend this conditioner (and the Avalon Thickening Shampoo) to anyone with fine hair. I have alot of hair, but it's fine. I did not use conditioner for years because of the ""weighed down"" factor and decided to try Avalon Thickening Conditioner because my hair started to feel very dry. I like the Avalon Thickening Shampoo and Conditioner better than anything I've purchased at a salon! The only thing I'm afraid of is that whenever I find a product I like, it ends up being discontinued - hope this never happens with Avalon products!",beauty,hair care,conditioners
B00028OQFK,Avalon Organics Conditioner Awapuhi Mango Moisturizing,A413OUCHYQNUN,0/2,2,1358899200,Saw absolutely no difference using this product. Found out hair loss was due to iron deficency and not any topical issue.,beauty,hair care,conditioners
B00005M1W0,Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,A3W488NZMIW9LD,0/0,5,1349740800,"I have only used this product for about a month, but I Love this conditioner. hair feels stronger and more manageable. Would recommend.",beauty,hair care,conditioners
B00005M1W0,Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,A22PKZZK5DSONS,0/1,4,1356393600,"These types of products are great marketing schemes. My hair hasn't retreated any further, but is that due to this product? Probably not. My review is based on the actual product not its claims.I use this conditioner combined with their Biotin B complex Shampoo. I can confirm that my hair feels matty after use, thicker might be an illusion. I like the way that my hair feels after 1-2 days of use. It combs well and I literally spend 1-2 minutes messing with it to get a good look.I highly recommend cycling between the two above and something like Coconut milk Shampoo/conditioner to maintain a balance between Thick/Matted and soft/flexible. I would NOT use this shampoo daily for more than 3 days consecutively, but then again everyones hair is different. If that wasnt the case we wouldnt need thickening shampoo :)",beauty,hair care,conditioners
B00005M1W0,Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,A1IBFZ2NFTSMNS,0/2,2,1358553600,"I would not buy this product again, not very conditioning. Leaves hair feeling dry and tangled. Doesn't feel like a conditioner.",beauty,hair care,conditioners
B00005M1W0,Avalon Organics Conditioner Strenthening Peppermint -- 11 fl oz,A2W4W70CPO898U,0/2,1,1359590400,"Over the years I am a hair product junkee looking for something that really works. My hair is dry and bleached out so I thought I would try this product but it does not work on my hair at all. I can't even finish the product, I am throwing it out. It does not condition my hair like I thought it would from reading the reviews. I was hoping it would work better because I want to use more natural products but without the conditioning, I was pulling hair out when I combed it after I washed and conditioned it. I tried Avalon shampoo too and am not impressed.",beauty,hair care,conditioners
B00005REAV,Avalon Organics Facial Cleansing Milk,A2MGUGEZP5P4VK,0/0,5,1354924800,I love this clenser; it feels very smooth going on and cleans easily and gently. The lavendar scent is also 'soft&#34;,beauty,skin care,face
B00005LBRT,"Avalon Organics, Lavender Exfoliating Scrub 4 Ounces",A36G31XX8RQ5KK,0/0,5,1348704000,I love this facial cream and I can't buy it in town anymore. The service was great from this company too!,beauty,skin care,face
B00014FE0G,Avalon Shampoo,A1LZPS6EU83OJ5,0/0,5,1344470400,"I decided to try one of the natural shampoos after moving to the city (DC) and trying to lessen my exposure to chemicals. I work in a biotech lab and use alot of the chemicals found in normal shampoo on a daily basis. I decided I just didn't need such harsh surfactants (SLS) and cleating agents (EDTA, etc) when all I was trying to do was wash off some sebum. I am a particularly sweaty person and this shampoo cuts through the grease in my medium length hair no problem and has a sweet mango scent. Gets a good lather, smells good, organic and not tested on animals (which is just a bonus to me), less chemicals what more could you ask for?",beauty,hair care,shampoos
B000F7WLYG,Avatrol Alternative Hemorrhoid Treatment - 1 Month Supply Avatrol Capsules,A2H6COH6B4BHAV,01-Jan,3,1355788800,"Not sure this product is helping me in any way. I prefer ointments for the hemorrhoids. They seem to be more effective than oral capsules.I'll keep taking it, but I don't believe in the miracle much!",health personal care,health care,pain relievers
B0009OAHEG,Aveda Brilliant Humectant Pomade,A3UTCLXQ90673Z,0/0,5,1353888000,I'm African American and right after I blow dry my I rub in a small amount and my hair looks fabulous! Great Alternative to all that heavy oily stuff I used to use. This leaves my hair float and bouncy.,beauty,hair care,styling products
B0000AJ3PT,"Aveeno Active Naturals Creamy Moisturizing Oil, 12 Ounce",A2R4FCJ28FFTFR,02-Feb,5,1356393600,"I'm stationed near the North Pole, it's not a very humid place, so whatever I thought I knew about dry skin, chapped lips, and winterburn, I've had to forget and learn from scratch. With -80 windchill and 175 mph winds, skin care is an absolute must here. I trust Aveeno, it works, it doesn't feel like oil or plastic, it has that familiar oatmeal scent. One application after a morning shower and shave and i'm good to go all day.",beauty,skin care,body
B000KKX4XU,Aveeno Active Naturals Positively Smooth Moisturizing Lotion 10.3 fl oz. (One Bottle).,A1E5X9ZNKQ1NMO,03-Mar,5,1345939200,"I have looked for Aveeno Positively Smooth Lotion at four different stores over the past few months and it is NO WHERE. Now I learn here that Aveeno has discontinued this item.Figures. I find a product I totally love because it works so good, and WHAM! They take the damn stuff away from me. I am MAD. In fact, mad enough that I' writing to Aveeno to ask then to please bring this back. I hope you all will join me in this.This is what I sent to Aveeno:""I've used Aveeno Positively Smooth Moisturizing Lotion since it was first put on store shelves. Now I cannot find it ANYWHERE. From what I have heard, you've discontinued the product. If this is true, I (and MANY OTHERS) would like you to please re-consider this action. If you will not be producing the Postively Smooth Lotion, I will no longer bother purchasing any Aveeno products at all. Positively Smooth Body Wash and Shave Gel are still available, but they are not as good, and I have no interest in them. At the least, I would like to know the reason that Aveeno has chosen to discontinue a product that so many of us came to love and rely on.""The contact form can be found here.This is bull. Someone on Amazon is taking full advantage of this matter by posting the only listing for this product at the price of $65!No Aveeno Positively Smooth Lotion? NO MORE AVEENO, PERIOD.I'd like to recommend switching to Veet or Nair Cream Hair Removers. In the past, cream depilatories were something I could NOT use. They smell horrid, did not do a very good job with hair removal, and ALWAYS left a chemical burn on my skin even though I removed it right away.Today's formulations are much different. They still stink like hell, but they effectively remove all unwanted hair, and leave skin smooth and soft for about 2 weeks. They come with a sponge to smooth the cream on. I leave it on for the shortest duration noted in the instructions, and then rinse off with a gentle Buff Puff Sponge thoroughly in the shower. Hope this helps some of you. If you're skin is highly sensitive, you may want to avoid the Buff Puff method, or avoid cream depilatories completely. I just know it used to be too harsh for me and did not work, and now the results are much different.Aveeno Contact Form is at:[... ](People wonder why I kinda HORDE products that I like....This is why.)",beauty,skin care,body
B000ILP80S,"Aveeno Active Naturals Stress Relief Foaming Bath, 10-Ounce Bottle",A1Y03BQVB5O63D,0/0,5,1356566400,Everything they make is terrific.....the bath soap is great and works awesome. I love the smell and the feel on my skin,beauty,bath body,bath
B000ILP80S,"Aveeno Active Naturals Stress Relief Foaming Bath, 10-Ounce Bottle",AEZW7WPEC3Y0U,0/0,5,1358985600,Aveeno products are quality! I loved this one- the smell is calming and it makes my skin feel very smooth after using it.,beauty,bath body,bath
B000NN7G4M,Aveeno Anti Itch Soothing Bath Treatment - 4.5 Oz,A3UBD1VN1M2LZC,0/0,5,1355529600,"It is thicker than the cheaper brands though you need to take time for it to desolve. Otherwise, crumps will surface. I found that by emptying the powder under the bath water spout early, it desolved better. The baithing water with this mixture is thicker in texture, like more creamy color to it and feels like your are in a expensive Spa. Tammy",beauty,bath body,bath
B0000536EW,"Aveeno Anti-Itch Concentrated Lotion, 4-Ounce Bottle",A2IBPI20UZIR0U,01-Jan,4,1356048000,I had a allergic reaction to a new detergent and i bought this to use on my rashes. it helps stop the itches but if you mess with the rash no amount of lotion is gonna help. This stuff is pretty sticky too so try not to use it on your whole limb.,beauty,skin care,body
B00006FRW9,Aveeno Aveeno Active Naturals Clear Complexion Foaming Cleanser,AGILVD1YYDXEU,0/0,5,1355356800,"I have tried other foaming cleansers and they usually are foam in my hand but when I put them on my face they just dissolve! I really like how this one lathers up! It makes my skin feel very soft! I use my Befine Exfoliating Cleanser with Brown Sugar, Sweet Almond and Oats and then I use this afterwards because I have combination to oily skin and acne prone skin around that time of the month for us ladies! The combination of using those two together makes my skin look and feel great! I would highly recommend it!",beauty,skin care,face
B00006FRW7,"Aveeno Clear Complexion Daily Moisturizer, 4-Ounce Bottle",AOEN4CXMP13H9,0/0,5,1352332800,"After finding the Aveeno scrub I mentioned (in another review) how it can dry out your skin without some kind of face moisturizer. Well, I looked into the same brand (Aveeno) and tried out this product. Within days my the skin on my cheeks felt like a babies butt! With both the Aveeno scrub and this lotion my skin (on my face) has been very healthy and soft. I recommend this product to those with very sensitive skin because it doesn't have all the extra ingredients that some products such as proactive or neutrogena has. It is just a very simple basic face lotion that makes your skin soft and healthy. So if you have sensitive, dry skin this is definitely worth trying.",beauty,skin care,face
B00006FRW7,"Aveeno Clear Complexion Daily Moisturizer, 4-Ounce Bottle",A1PLP1D3J989MK,0/0,4,1359331200,"Good moisturizer, not too thick. One squirt is enough to cover your face. The smell is ok too. Would maybe try again.",beauty,skin care,face
B0002ATBT4,Avian Premier Playpen Top Bird Cage,A1QONXHD3POO38,0/0,5,1359590400,The cage was very easy to put together. It is easy to clean and my feathered buddy loves it. A great value for the price. Thank you,pet supplies,birds,cages accessories
B000142NAK,Avigal Henna 100% Natural Hair Color BLACK Intense Ebony 4.5 Oz.,A3RKK9P21DA6M3,0/0,4,1349568000,"I followed the directions in the package (hot water, henna, and some olive oil)...I let it stay 2 hrs and then rinsed with some conditioner. With my long hair, the application was a mess! The mixture came apart easily and fell everywhere - sink, counter, and floor! A little got on my hand, which discolored the area. I was disappointed with the coverage on the gray hair and had to apply the henna again in the area I have the most grays (20 -25% gray). The second application was more successful. Perhaps, I will try the other reviewer's recommendation next time. This product did take the redish color out of my hair and it made it look healthy and shiny. I would rate this product 3 1/2 stars!",beauty,hair care,hair color
B000NNCQ74,Avlon Affirm FiberGuard Conditioning Creme Relaxer,A12P83YKXLOL1D,0/0,5,1353974400,This makes your hair straight and doesn't damage it at all. It's just silky and soft. This is the second time that I purchased it. I ordered it from Beauty Clicks here on Amazon if that helps.,beauty,hair care,hair relaxers
B000J5UCAY,Avocado Oil (Edible) 4 Ounces,A2H8FXK339OE5N,02-Feb,5,1355443200,This oil is good for sauteing veggies. It has a light clean taste that does not interfere with the flavors of the food. It is also good for an ingrediant in a dish that does not need a strong flavor such as olive oil.,health personal care,health care,massage relaxation
B000EA0L5K,Avon Anew Clinical Advanced Wrinkle Corrector,AZEYX5N6R295A,0/0,5,1347408000,"Usually I'm happy when a product is ""good enough"". This cream goes far beyond that...it works miracles! Even after the first night, I could see a change for the better, and after two weeks, I would say it is a miracle-worker!Super-satisfied, will for sure buy again!",beauty,skin care,face
B000JWJI98,Avon Bubble Bath for Kids,A199RE29OO0208,0/0,1,1349654400,"Sensitive skin may be a bit misleading. This has scent, freesia being one of them. For the allergy prone, it is a no go. Wish that it had stated it had scent in the description.NOTE to anyone ordering in California",beauty,bath body,bath
B000P4ZOIE,Avon GLIMMERSTICKS Eye Liner,A35UVK8GCL1SBH,0/0,5,1355097600,Avon Glimmersticks have always been a favorite of mine. Its not too soft or too hard and glides on the eyes smoothly. Looks great for hours.,beauty,makeup,eyes
B0001ZWP6Q,Avon Haiku Eau de Parfum Spray,A23B4B5WEDJ5T3,0/0,5,1361750400,I'm so sastified with tthis perfume i really enjoy and the smell is delicious. I will continue to order as long as they make it.,beauty,fragrance,women s
B0002KV5TS,Avon Moisture Therapy Intensive Moisturizing Lip Treatment SPF 15,A2KD45GX8P8MZA,0/0,5,1358035200,I love this treatment. My sister told me about it so I ordered it immediately. I does live up to the great recommendation she gave it. My lips feel and look so much fresh and younger.,health personal care,personal care,lip care products
B00097CF0C,Avon SKIN SO SOFT Original Moisturizing Shower Gel Original Lot of 2,A3OHPB0F3FSUGW,0/0,5,1356912000,"I was hoping this skin so soft shower gel would do the same as their other skin so soft in keeping the mosquitos away. It does! I was not sure after rinsing it off and toweling dry, but no worries it works great! Normally my husband says he knows the mosquitos bypass him and go for me so he knows if I am around he won't get bit. Not anymore, lol. I offered him a container of my gel but he turned me down, ( ah well all for me )Love not getting bit!!!!",beauty,bath body,cleansers
B0001ZWPI4,Avon SKIN-SO-SOFT Bug Guard PLUS IR3535&reg; Insect Repellent Moisturizing Lotion - Clearance SPF 30 Gentle Breeze,A2134NN7WZDDFT,0/0,5,1347062400,This came in handy for our last camping trip. I love it! The scent is not too overpowering and it keeps the sun and bugs OUT! I wish this came in a larger size.,health personal care,health care,first aid
B000JKIE4A,Avon Solutions Nurtura Replenishing Cream,A2CHH5P055A0KL,0/0,5,1360972800,"This cream is nice but on the thicker side. I love how it feels on my skin but I will not need to be using it daily as a night cream. It works great for dry patches anytime as well. Try this cream if you have very dry skin - you will see results immediately. I don't care for the smell, but I don't hate it either.",beauty,skin care,face
B000Q6NH5I,Awesome Assortment,A26BTN3WLEEOLF,0/0,5,1356652800,I put stickers on my quizzes and test papers for my 8th graders. Go figure-- they love them. This pack has a huge variety of stickers and there are tons of them.,toys games,arts crafts,stickers
B000BH1E5C,A-Wing Fighter Ship Star Wars Return of the Jedi with Pilot Starfighter,A1WGUOH3KN0GBU,0/0,4,1353628800,"I really like the color scheme & weathered paint job on this toy.My only critique, is that Hasbro didn't produce a new action figure.It's a previously release figure with a different paint job & I don't like how the helmet is painted.",toys games,action toy figures,figures
B000KPBRKC,Axis and Allies Battle of The Bulge,A3Q9HXPVOUDI0A,0/0,5,1358985600,"Thanks for the great game at a good price, my husband has been wanting this for a while. It came just in time for Christmas. My husband & boys had lots of holiday fun with it.",toys games,games,board games
B0006NXO40,Ayate Fiber Body Scrubber Cloth,ADF8AIYLAXAS9,01-Jan,5,1353715200,"I'm a big fan of exfoliating cloth because it's great for the skin, but often times, they fall apart or get worn quite fast. This cloth differs. It's all natural and not made in China. And it looks and feels like it's made of good quality, so I think it will definitely last longer than other exfoliating cloths. When I first got it, I left it in hot water to soak overnight to soften it. It does shrink but is still a good size to use. Now, right before I jump in the shower, I just drop it in warm water to soften the plant fibers. It's great when used with a bath gel, like EO's Rose and Chamomile.",beauty,bath body,scrubs body treatments
B000052X6F,"Ayr Saline Nasal Gel, With Soothing Aloe, 0.5-Ounce Tubes (Pack of 4)",A3A0EPSYOLMQ69,03-Mar,5,1345507200,"Unfortunately I learned the hard way. I had dry, cracked and bleeding nose almost all the time. When I searched internet somebody suggested to put vaseline and without investigating further I started using vaseline and it fixed my problem by causing a huge problem",health personal care,health care,allergy
B000C1Z1JM,Azzaro By Azzaro For Men. Eau De Toilette Spray 3.4 Ounces,AWQN3CXUGQCQG,0/2,3,1351382400,"Azzaro the King! NOT..... Super lame over hype. Generic alcohol smell, not a yves or D&G. Please do not blind buy, you will be wasting your money. It is for older men(40 and up)",beauty,fragrance,men s
B000240072,B-12 Dots by Twinlab,A2A8YKVF730FZM,01-Jan,5,1356912000,I had stopped taking this product because I was taking a stress B-Complex. But my energy level dropped and was not what I wanted it to be. I add this product back and my energy level came back up. I'm very pleased with it.,health personal care,nutrition wellness,vitamins supplements
B0002ZS1LS,"Babble Ball - Big Size - 3 1/8"" in Blue",A235930PLEFO7J,0/0,1,1349481600,This is a hard plastic ball. My German Shepherds (I have 3) MIGHT push it around once a week. The voices in this unit are garbled and it hurts your toes when you kick it in the dark. Over all this is a lousy dog toy.,pet supplies,dogs,toys
B000058DLV,Baby Bjorn Baby Carrier - Navy,A3PGU8EVT324X,0/0,5,1359936000,I am extremely pleased with my purchase! Not only was the item in great condition but I also received my item before scheduled. I am extremely satisfied with my purchase and the seller for being so punctual. Two thumbs up!,baby products,gear,backpacks carriers
B000C21COE,Baby Blue Jeans By Gianni Versace For Men. Eau De Toilette Spray 1.6 Ounces,A2IPMOG7RZOIMH,01-Jan,2,1351814400,I DO NOT like Baby Blue Jeans by Versace for Men at all...TOO STRONG of a Lemoneey mixed w/ Baby Powder type of smell. (smells like Lemon Pledge u use to clean with).I would NOT purchase this again.The only reason why I did was because I wanted to TRY it out and the Price was good at around $13 bucks on Amazon.I would suggest you PASS on this one.You will not be satisfied....I wasn't anywayIf you don't believe me......try for yourself ! ; )P. S. If you want to try a decent cologne by Versace go with BLUE JEANS....thats a classic and its a decent price on Amazon at around $20 for a 2.5oz bottle.,beauty,fragrance,men s
B00005BU51,Baby Buddy 5 Pack Size-It Closet Organizers,AZYNPD37KGX2Q,0/0,5,1349654400,Exactly what I needed for the new babies room and closet. Arrived right on time and was a very reasonable price!!,baby products,nursery,furniture
B000GKU7C0,Baby Buddy Baby's 1st Toothbrush,A1H3GIGRMYP36O,0/0,5,1355270400,I bought this product for my 10 month old daughter. I could easily leave her chewing on it unattended because it is not small so I knew there was no chocking risk. She really loves it!,baby products,health baby care,teethers
B000GKU7C0,Baby Buddy Baby's 1st Toothbrush,A358YVF3SLYA6W,0/0,5,1356739200,"I use this with my baby during her bath. The first time she wasn't sure, but now she loves it. When she sees it, she opens her mouth and then just gnaws on it. We use it for about a minute and it's great. She only has four teeth, but she thinks it's fun and it does the trick.",baby products,health baby care,teethers
B00011F5RG,Baby Gund My First Sports Bag,A16JIZ205Y4HSS,0/0,3,1355788800,"These really are meant to be the baby's first sports bag. Like popped the kid right out and can play with these toys. The idea is cute and each ball makes a different noise, but I was very disappointed with its size. I would not buy this again.",toys games,baby toddler toys,stuffed animals toys
B000GT08I4,Baby Jogger Foot Muff Black,A3S8VFFTJ7PBLL,0/0,5,1349049600,"Don't think we could have gone through a winter without this product.Baby can fall asleep in this quite comfortably when strapped in on your walks or when out shopping.The muff along with the plastic weather protector means that baby can sleep in a comfortable and protected environment while you deal with the cold, or wind, or rain.You can zip off the warmer layer in the muff so that you can use it in mild weather as well.Definitely a must.",baby products,car seats accessories,accessories
B000UYC9SW,Baby K'tan Baby Carrier,A2G1ZUJ8B24CA1,0/0,5,1344988800,"Ever since I received my K'tan baby carrier, it made my life a lot easier! I used it everyday and brought it with me wherever my little boy and I went. I loved how i could hold my baby safely by my chest while having my arms free to do things. Another plus was that I could comfortably breastfeed him and no one could tell what I was doing. Great product!=)",baby products,gear,backpacks carriers
B000UYC9SW,Baby K'tan Baby Carrier,ATU54FU1VI1SG,03-Mar,5,1345939200,"I'm on baby #2 and bought this sling the very day she was born. I must say I love this product and use it multiple times a day. As a mother of an active 2 year old, I have to always have my hands free. I also have the Moby Wrap and Baby Bjorn from my first, but so far, I prefer the Baby Ktan.Pros:1) SO easy to put on. Put it around your neck while holding baby. With one arm holding baby, slip one arm through a loop, move the baby to that arm, slip the opposite arm in the other loop. The Ktan NEVER touches the ground and your baby is always in your arms to avert the hold-me-cries which is the reason you need the sling in the first place. The Moby wrap is SO cumbersome to put on, it's not worth it to take out of the house. You definitely need two hands to tie the darn thing in place and the vast length of material inevitably touches the ground, which can be gross if you are at a restaurant or public place. Baby Bjorn is easier to put on than the Moby, but still more difficult than the Ktan. Since there are buckles, usually someone else has to be holding baby to put on.2) Relatively easy to get baby in. This takes some practice. The Ktan and Moby are similar in this regard, but I don't use the extra midsection piece for security since I'm not doing major lifting. I find that if you spread the fabric of each loop out to cover the baby twice, the extra midsection piece is not necessary. Right now my daughter is only 7 weeks old and I pretty much use the Ktan to get her off to sleep or go for walks. If I ever attempt to do more strenuous activity (housecleaning, tackle football), then I'll definitely consider taking the time to place the extra piece.3) Easy to get baby out without waking her. Since I don't use the midsection piece, I simply peel each loop off her back and butt, lean over the crib, and slide her onto the bed. I find that the lifting motion required to get baby out of the Baby Bjorn usually wakes them up.4) Easy to wear when not in use. I don't find the sling particularly fashionable, but if you are in a situation requiring baby to go in and out frequently, it's nice that it is lightweight and stays out of your way so you can drive and walk with ease. I've never left the Baby Bjorn on sans baby, but I imagine its stiffness does not lend to convenient driving.5) Easy to pack. The Moby is huge and difficult to pack, as is the Baby Bjorn. I can throw my Baby Ktan in my diaper bag or purse and have room for other items.6) Saves me the hassle of getting a double stroller - so far. I just pop my toddler in his single stroller like I normally would, throw the little one in the sling and get going. I know this is short-lived while she is still so tiny.Cons:1) The small ring that holds the loops together serves to tighten the wrap once baby is in place. This can be difficult to reach if too high up. Putting on the sling so this ring is within reach takes a little practice, unless you are a body contortionist.2) One size does not fit all. I'm 5'3"" and 140lb (hopefully 15 pounds lighter in the near future!) and wear the size small. My husband is 6'3"" and probably would not be able to fit the sling. This does not pose a problem for us as he would ""never be caught dead wearing a baby in a sling."" But definitely a consideration if your husband would.3) Price. At $10 more than the Moby Wrap, I had to seriously consider whether buying this sling was necessary when I already had the Moby. It's just a few pieces of fabric! Why so expensive? But since I figured I would never have the time to tie the Moby wrap while chasing around my 2 year old, it was worth the money.4) Nursing baby in sling is difficult for me. So far, I haven't had much luck using this to nurse. Maybe it's because I'm on #2 and have much fewer qualms about just whipping it out in public.So after 7 weeks, I'm still loving this product better than the Moby and Bjorn. We'll see if it stands the test of time.",baby products,gear,backpacks carriers
B000056JCY,Baby Safe Disposable Feeder (Pack of One),A364RD0HT4EKNZ,0/0,1,1356220800,"I don't really know if this thing works or not because my 8 mo old refuses to have anything to do with it. Keep in mind that she puts anything & everything in her mouth, will eat any food I try to feed her & is currently teething. It seems like a great idea for that short transition period between mush & solids. This particular one appealed to me because it's not dyed & it's made in the USA. As to whether or not it works? I will never know!",baby products,feeding,food
B00029P388,Baby Sherpa Diaper Backpack - Black,A2HRWH3L9NM15B,0/0,5,1359849600,"Purchased this bag because we needed something with an insulated area for lunches/snacks. This one is great. The insulated area on the bottom is very roomy. The insulated holder on the side easily holds a sippy cup, juice box, or small bottle. It has tons of pockets and storage. Perhaps one of the best things about this bag is that the straps are comfortable for wearing for long periods of time. Great for travel or just for a trip to the mall.",baby products,diapering,diaper bags
B000PI8PKE,Baby Toys,A1GDOHL1BNIQZK,0/0,5,1355356800,My babies from 6 months up to my 5 year old love this toy. Matching the shapes and faces is fun for the older ones and the heads of the eggs on the inside squeek for the little people. Large enough that you don't worry about babies putting them in their mouth. Great toy!,toys games,baby toddler toys,shape sorters
B00003TL7P,Baby Trend Diaper Champ,A2GEOX5OK3URMD,0/0,3,1344902400,"We order this, the original diaper champ, because we were told by almost everyone that the original is great but the new, ""deluxe"" is awful. So, we put this, the original, on our registry. The company that fulfilled the order is called Babyhaven. They sent us the deluxe, which is not what we ordered. We sent them a screenshot proving to them that what we ordered on our registry was the original, so they agreed to refund the person who purchased it for us the money, but said that we have to pay shipping. That seemed ridiculous, since it is their fault for advertising that they're selling the original but sending out the crappy deluxe. We eventually worked it out with Amazon, getting some Amazon credits in exchange for having to pay shipping to BabyHaven, but only after some phone calls and big hassle. So",baby products,diapering,diaper pails refills
B000BMKEVC,Baby Trend Single Snap N' Go Stroller,A3NITENHBM5G5J,0/0,5,1344729600,This has been a lifesaver for us. It's lightweight easy to use and so practical. We have a Chicco keyfit 30 and it's a perfect fit. You can transfer baby and not wake them up which is so nice in the beginning. We are switching to stage 2 car seat next week and I'm so sad because I will have to give up my Snap n go.,baby products,strollers,unknown
B000CSBP86,BABYBJORN Baby Carrier Original,AYKEH6H2LBST3,0/0,5,1350000000,"My wife and I received the carrier a few months before our baby girl was born. We couldn't be happier with the fit, color, and comfort. Highly recommended!!! Even our cat likes to be carried in the BabyBjorn!",baby products,gear,backpacks carriers
B000CSBP86,BABYBJORN Baby Carrier Original,AWMLJF0R5PW7F,0/1,2,1354665600,"I wore this contraption for my newborn. Not a good idea. The baby fell out once this AM while I was leaning forward. Baby hit the ground sleeping and thank God nothing happened to the baby (she remained asleep). This is NOT for newborns who are still tiny (mine is 7lbs 3 oz at discharge from the hospital). I strongly suggest you don't use this product while running around the house even for a sec. Good for sitting in a sofa doing computer work, as I have done so. But the moment you start walking, a tiny baby will fall through the cracks and hit the floor. It happened almost the second time again today. Thank God I was able to catch her with my left elbow.I also have to complain that this is not for anyone weighing 200 lbs to strap this on. It is very tight and no room to adjust, were you to try to use this on a young infant with a size 44 chest adult male physique. Not going to work well. Better find another product safer and more comfortable for you and the baby. It is best for a woman and bigger baby.And yes, i know, this is for 8lbs+ baby per instruction. But it is almost close enough for people to get fooled like me. Better put it away for small babies. Must read the instructions!!",baby products,gear,backpacks carriers
